subject,window,window_index,window_sec,status,status_name,label_major,t_start_sec,t_end_sec,major_ratio,n_peaks,ibi_pass_ratio,valid_ibi_count,ibi_mean_sec_raw,ibi_mean_sec,ibi_std_sec,RMSSD,SDNN,LF,HF,LF_HF
S10,window21,21,60,1,stress,2,3300.0,3360.0,1.0,107,1.0,77,0.5623525943396226,0.5225243506493507,0.07003546190968557,0.08866050783562573,0.07003546190968557,0.0021387313380940277,0.0016963192992337029,1.2608070538725702
S10,window22,22,60,1,stress,2,3360.0,3420.0,1.0,99,1.0,79,0.5980548469387755,0.5886075949367089,0.08753536521792735,0.13538584461854541,0.08753536521792735,0.00039269187412487803,0.0007901791428931372,0.49696562818285517
S10,window23,23,60,1,stress,2,3420.0,3480.0,1.0,103,1.0,70,0.5787377450980392,0.5651785714285714,0.07413806368691388,0.10405338042687931,0.07413806368691388,0.0009375660750115283,0.0015332017571034237,0.6115086097884532
S10,window24,24,60,1,stress,2,3480.0,3540.0,1.0,98,1.0,81,0.6105025773195877,0.6014660493827161,0.09180477603540647,0.12348940759863779,0.09180477603540647,0.0014927356787721806,0.001013640323746306,1.4726482794756919
S10,window25,25,60,1,stress,2,3540.0,3600.0,1.0,98,1.0,85,0.6140463917525774,0.5902573529411764,0.08632936960402511,0.11414706584651682,0.08632936960402511,0.0015824317951257097,0.0009294987732526033,1.7024571098553385
S10,window26,26,60,1,stress,2,3600.0,3660.0,1.0,103,1.0,78,0.5845588235294118,0.5322516025641025,0.06668386745324188,0.09002333301435238,0.06668386745324188,0.0004548091790753369,0.0015441787743070146,0.29453142773539476
S10,window27,27,60,1,stress,2,3660.0,3720.0,1.0,106,1.0,95,0.5632440476190477,0.5430921052631579,0.048344073177146965,0.06422163356755343,0.048344073177146965,0.0007626499039969893,0.0003422086808900729,2.2286106302545083
S10,window28,28,60,1,stress,2,3720.0,3780.0,1.0,103,1.0,82,0.5758272058823529,0.5411585365853658,0.07154085384303241,0.09565956468024937,0.07154085384303241,0.0004947655056097995,0.002430362220564663,0.2035768583889718
S10,window29,29,60,1,stress,2,3780.0,3840.0,1.0,96,1.0,79,0.6259868421052631,0.5895965189873418,0.06078078786104318,0.08783774673568627,0.06078078786104318,0.0005151741932527684,0.0005058984998420746,1.018335087796444
S10,window30,30,60,1,stress,2,3840.0,3900.0,1.0,97,1.0,73,0.6144205729166666,0.584332191780822,0.07657886697907483,0.09393067081703871,0.07657886697907483,0.0019487921819175726,0.0007178247299185305,2.7148579600186675
S10,window31,31,60,2,meditation,4,4920.0,4980.0,1.0,76,1.0,62,0.781875,0.8185483870967742,0.11212537165678756,0.17123343374460262,0.11212537165678756,0.001754098639763716,0.0029083347274208634,0.6031281830201388
S10,window32,32,60,2,meditation,4,4980.0,5040.0,1.0,76,1.0,70,0.7829166666666667,0.7941964285714286,0.10892674178791271,0.1601417510669301,0.10892674178791271,0.0005421251742716546,0.0036582957723291943,0.14819063520566295
S10,window33,33,60,2,meditation,4,5040.0,5100.0,1.0,77,1.0,73,0.7835115131578947,0.7797517123287672,0.10521899759197342,0.16671752153822111,0.10521899759197342,0.0003670549819668249,0.0023483814741757153,0.1563012594006524
S10,window34,34,60,2,meditation,4,5100.0,5160.0,1.0,79,1.0,66,0.7548076923076923,0.7362689393939394,0.0979381405589663,0.14426381832894258,0.0979381405589663,0.001575949065931229,0.0020842028042564655,0.7561399796184638
S10,window35,35,60,2,meditation,4,5160.0,5220.0,1.0,80,1.0,66,0.7515822784810127,0.7215909090909091,0.10353415056889219,0.14592058973844432,0.10353415056889219,0.003996540814972355,0.0008183424526096678,4.8837021741051245
S10,window36,36,60,2,meditation,4,5220.0,5280.0,1.0,76,1.0,67,0.7954166666666667,0.8311567164179104,0.10879841378875627,0.14918943320210942,0.10879841378875627,0.006143127098312311,0.001535774052383236,4.000020112841026
S11,window1,1,60,0,baseline,1,120.0,180.0,1.0,74,1.0,66,0.8065068493150684,0.8278882575757576,0.11367014373233908,0.15617786796568742,0.11367014373233908,0.002309877269857861,0.0031891005445424427,0.7243036829963827
S11,window2,2,60,0,baseline,1,180.0,240.0,1.0,76,1.0,70,0.7816666666666666,0.7875,0.12150240664871036,0.1875471709987588,0.12150240664871036,0.0009455504578174251,0.00577534112423947,0.1637220100902595
S11,window3,3,60,0,baseline,1,240.0,300.0,1.0,76,1.0,63,0.793125,0.8060515873015873,0.09962708402084418,0.13556359636448936,0.09962708402084418,0.0018658641239517782,0.0024912562505440853,0.7489651550474895
S11,window4,4,60,0,baseline,1,300.0,360.0,1.0,84,1.0,63,0.7163027108433735,0.7576884920634921,0.10885552003719148,0.18009792713092185,0.10885552003719148,0.0005432987371824776,0.00251712646375783,0.21584085861597288
S11,window5,5,60,0,baseline,1,360.0,420.0,1.0,75,1.0,70,0.7994087837837838,0.7875,0.0805602591675502,0.12293067501851296,0.0805602591675502,0.0011378432691883122,0.001101652965236551,1.0328509113974838
S11,window6,6,60,0,baseline,1,420.0,480.0,1.0,80,1.0,68,0.7420886075949367,0.7467830882352942,0.08382509149408794,0.13234870181179964,0.08382509149408794,0.0005414039424355001,0.0027338877803529094,0.19803444249844515
S11,window7,7,60,0,baseline,1,480.0,540.0,1.0,79,1.0,51,0.7566105769230769,0.7619485294117647,0.09938094592049854,0.15234174678170131,0.09938094592049854,0.0009520227953616559,0.0036243851996207326,0.2626715271492883
S11,window8,8,60,0,baseline,1,540.0,600.0,1.0,77,1.0,67,0.7775493421052632,0.789179104477612,0.1055388408728281,0.161534683804964,0.1055388408728281,0.0006925481475445715,0.0031096158446355317,0.22271180176139824
S11,window9,9,60,0,baseline,1,600.0,660.0,1.0,72,1.0,67,0.8351672535211268,0.8374533582089553,0.10912684072882242,0.1729049717658912,0.10912684072882242,0.0009110779613159154,0.0020651082324304295,0.4411768579527021
S11,window10,10,60,0,baseline,1,660.0,720.0,1.0,77,1.0,66,0.7833059210526315,0.7994791666666666,0.12235553011484336,0.18492827676717513,0.12235553011484336,0.002233113224518314,0.0027670495987176065,0.807037656843323
S11,window11,11,60,0,baseline,1,720.0,780.0,1.0,76,1.0,57,0.789375,0.7793311403508771,0.10549063391540993,0.1543127676037719,0.10549063391540993,0.0016931293805484751,0.0036692908341910313,0.4614323195020761
S11,window12,12,60,0,baseline,1,780.0,840.0,1.0,80,1.0,50,0.7509889240506329,0.7840625,0.12630916002511458,0.21416942529126756,0.12630916002511458,0.0013737384690038377,0.002177911283410097,0.6307596087444326
S11,window13,13,60,0,baseline,1,840.0,900.0,1.0,76,0.9866666666666667,54,0.78375,0.7774884259259259,0.11731032086838955,0.1754558374190895,0.11731032086838955,0.0011641569398090133,0.004094393933093475,0.2843294902328676
S11,window14,14,60,0,baseline,1,900.0,960.0,1.0,80,1.0,58,0.7486155063291139,0.7610452586206896,0.10656838629782647,0.14826065758561607,0.10656838629782647,0.0010088125290373133,0.00259720959876462,0.38842168514900055
S11,window15,15,60,0,baseline,1,960.0,1020.0,1.0,72,1.0,66,0.8386883802816901,0.8534564393939394,0.10731850317306393,0.1702170913071802,0.10731850317306393,0.0008443634970408587,0.0016409124950645456,0.5145694847107892
S11,window16,16,60,0,baseline,1,1020.0,1080.0,1.0,83,1.0,62,0.7189405487804879,0.7225302419354839,0.08868568968657459,0.13060560978525024,0.08868568968657459,0.0027050847641394184,0.0023681552332139215,1.1422751035067222
S11,window17,17,60,0,baseline,1,1080.0,1140.0,1.0,72,1.0,65,0.8378080985915493,0.8237980769230769,0.10142863560800656,0.15785310430606836,0.10142863560800656,0.00046710160585463234,0.0034157210522028814,0.1367505129124602
S11,window18,18,60,0,baseline,1,1140.0,1200.0,1.0,74,1.0,60,0.8047945205479452,0.7966145833333333,0.10140178255867294,0.1398282513781624,0.10140178255867294,0.0005663759610708682,0.0032076174387729328,0.17657216668816159
S11,window19,19,60,0,baseline,1,1200.0,1260.0,1.0,72,0.9859154929577465,47,0.8177816901408451,0.8248005319148937,0.14446716952832425,0.22837659220429712,0.14446716952832425,0.0018516712524645742,0.003545856144915396,0.5222070994390989
S11,window20,20,60,1,stress,2,1920.0,1980.0,1.0,88,1.0,47,0.6855244252873564,0.5482047872340425,0.0934630908545314,0.12588848638948197,0.0934630908545314,0.0018393467424144849,0.002205515565688947,0.8339758608050992
S11,window21,21,60,1,stress,2,1980.0,2040.0,1.0,82,0.9753086419753086,43,0.7332175925925926,0.6326308139534884,0.10758882536818089,0.14443821410365187,0.10758882536818089,0.003809525265368996,0.0012914849754069647,2.9497248035491563
S11,window22,22,60,1,stress,2,2040.0,2100.0,1.0,79,1.0,50,0.7481971153846154,0.6834375,0.12830817698513997,0.2052722068140403,0.12830817698513997,0.0027911942815552564,0.0023754808359359404,1.1750018098780093
S11,window23,23,60,1,stress,2,2100.0,2160.0,1.0,76,0.92,39,0.7752083333333334,0.5432692307692307,0.0952380264466855,0.13151211296022566,0.0952380264466855,0.0030194428942611094,0.002655581289238747,1.1370176866725354
S11,window24,24,60,1,stress,2,2160.0,2220.0,1.0,70,0.8985507246376812,26,0.8605072463768116,0.6123798076923077,0.07872596153846154,0.13221372375816362,0.07872596153846154,0.0017671071623253265,0.0005040568676600924,3.505769439326366
S11,window25,25,60,1,stress,2,2220.0,2280.0,1.0,93,0.9891304347826086,61,0.6496263586956522,0.5548155737704918,0.1028157212898053,0.13998697856110284,0.1028157212898053,0.0017652632718489886,0.0023318368245291133,0.7570269297061395
S11,window26,26,60,1,stress,2,2280.0,2340.0,1.0,66,0.8615384615384616,24,0.9105769230769231,0.7265625,0.11348311754948398,0.13003611799686907,0.11348311754948398,0.0018510484851465086,0.0009551078669891262,1.9380517626576963
S11,window27,27,60,1,stress,2,2340.0,2400.0,1.0,87,1.0,44,0.6931322674418605,0.6104403409090909,0.11599285614462783,0.1858118040549706,0.11599285614462783,0.0021711845878436076,0.0014691455639307838,1.47785532022741
S11,window28,28,60,1,stress,2,2400.0,2460.0,1.0,90,1.0,52,0.6643258426966292,0.5862379807692307,0.0990342860805307,0.1353695242225343,0.0990342860805307,0.00181464164823621,0.0026618426494478737,0.6817238609549695
S11,window29,29,60,1,stress,2,2460.0,2520.0,1.0,104,1.0,62,0.5782766990291263,0.5330141129032258,0.07997333888161948,0.11546289034634091,0.07997333888161948,0.0021637443853332605,0.001201356921076604,1.8010837140674283
S11,window30,30,60,1,stress,2,2520.0,2580.0,1.0,105,1.0,67,0.572265625,0.5053638059701493,0.07073500952466812,0.11332818058696396,0.07073500952466812,0.0006373329440000658,0.0011832316726102011,0.5386374948822268
S11,window31,31,60,2,meditation,4,4740.0,4800.0,1.0,84,1.0,63,0.7174322289156626,0.6892361111111112,0.09632343908014161,0.11048543456039805,0.09632343908014161,0.0042456076331983394,0.001510934256101729,2.8099221498572526
S11,window32,32,60,2,meditation,4,4800.0,4860.0,1.0,89,1.0,62,0.6729403409090909,0.6325604838709677,0.07709716697919244,0.08775212505016429,0.07709716697919244,0.004410094553680064,0.0017059650988153678,2.585102448310613
S11,window33,33,60,2,meditation,4,4860.0,4920.0,1.0,89,1.0,72,0.6766690340909091,0.6742621527777778,0.0865531813067774,0.0988559669453707,0.0865531813067774,0.000949810379416968,0.0020963081931822153,0.45308718560849925
S11,window34,34,60,2,meditation,4,4920.0,4980.0,1.0,91,1.0,62,0.6607638888888889,0.6232358870967742,0.08021915265094515,0.0965472377057291,0.08021915265094515,0.003982891267702316,0.0008739541539029472,4.557322886921843
S11,window35,35,60,2,meditation,4,4980.0,5040.0,1.0,91,1.0,68,0.6614583333333334,0.6233915441176471,0.08875882284337806,0.11567352249313648,0.08875882284337806,0.00117271705660657,0.000959827168513858,1.2218002314128475
S13,window1,1,60,0,baseline,1,120.0,180.0,1.0,75,0.9864864864864865,48,0.7994087837837838,0.71875,0.09959022487485908,0.13181631244297434,0.09959022487485908,0.006354927430898954,0.0009652519377791852,6.583698185077078
S13,window2,2,60,0,baseline,1,180.0,240.0,1.0,87,1.0,68,0.688953488372093,0.6861213235294118,0.07468219729695431,0.10156698468858541,0.07468219729695431,0.0009773835228905395,0.00116854891949963,0.8364078786783294
S13,window3,3,60,0,baseline,1,240.0,300.0,1.0,94,1.0,55,0.6379368279569892,0.6596590909090909,0.09330818759305545,0.13038182885776797,0.09330818759305545,0.0020119596876182065,0.0019053769383428887,1.055937881439886
S13,window4,4,60,0,baseline,1,300.0,360.0,1.0,86,1.0,59,0.6941176470588235,0.6869703389830508,0.08866721592305753,0.1396939967053604,0.08866721592305753,0.0008202179974568005,0.0017935902851111782,0.45730510711701255
S13,window5,5,60,0,baseline,1,360.0,420.0,1.0,83,1.0,59,0.7250381097560976,0.6885593220338984,0.08499285350045926,0.129855844725922,0.08499285350045926,0.0014742864655725586,0.0026865858598554043,0.5487583656276321
S13,window6,6,60,0,baseline,1,420.0,480.0,1.0,84,0.9879518072289156,53,0.7146084337349398,0.6624410377358491,0.06890390835889247,0.09289473661809992,0.06890390835889247,0.004377593199662839,0.000612261796226291,7.1498715527318115
S13,window7,7,60,0,baseline,1,480.0,540.0,1.0,94,1.0,63,0.6387768817204301,0.6334325396825397,0.08149123779888522,0.10010783626194499,0.08149123779888522,0.0018206334093629276,0.0013065923582466273,1.3934211369536205
S13,window8,8,60,0,baseline,1,540.0,600.0,1.0,86,1.0,68,0.7009191176470588,0.6881893382352942,0.09581195318674557,0.1400797888638269,0.09581195318674557,0.0005064802928835753,0.0037183885826036845,0.13620961920255478
S13,window9,9,60,0,baseline,1,600.0,660.0,1.0,87,1.0,70,0.6865915697674418,0.6850446428571428,0.0731274664898873,0.10071851807014624,0.0731274664898873,0.0011476728843265135,0.001879969848087388,0.6104740911106172
S13,window10,10,60,0,baseline,1,660.0,720.0,1.0,81,1.0,64,0.7443359375,0.73681640625,0.09688046347686004,0.1328599063386001,0.09688046347686004,0.0035791874192075746,0.0012091286692003296,2.9601377507446824
S13,window11,11,60,0,baseline,1,720.0,780.0,1.0,81,1.0,55,0.7427734375,0.6866477272727273,0.07794970002168755,0.11493789838913496,0.07794970002168755,0.0024505842171634673,0.002298640029877992,1.0661017755327007
S13,window12,12,60,0,baseline,1,780.0,840.0,1.0,87,1.0,70,0.6898619186046512,0.6890625,0.08272822531272418,0.11186983835554448,0.08272822531272418,0.002012294153385621,0.0012123831558251577,1.6597839913208274
S13,window13,13,60,0,baseline,1,840.0,900.0,1.0,86,1.0,69,0.6891544117647059,0.6951992753623188,0.06145084019233964,0.0832638918699951,0.06145084019233964,0.0004932582236248375,0.0008897327486082587,0.5543891965271638
S13,window14,14,60,0,baseline,1,900.0,960.0,1.0,86,1.0,75,0.6950367647058824,0.6966666666666667,0.06364029231199017,0.0939609114026765,0.06364029231199017,0.0004735112105490201,0.000693422981978278,0.6828605668622809
S13,window15,15,60,0,baseline,1,960.0,1020.0,1.0,79,1.0,55,0.7598157051282052,0.7,0.0900993769527444,0.12065659967981981,0.0900993769527444,0.0048462853465112065,0.0018269002643139815,2.6527366825528556
S13,window16,16,60,0,baseline,1,1020.0,1080.0,1.0,87,1.0,74,0.6933139534883721,0.6944679054054054,0.057331815803992665,0.08396415065901883,0.057331815803992665,0.0008767740034181973,0.0007511966265803086,1.1671697827099647
S13,window17,17,60,0,baseline,1,1080.0,1140.0,1.0,86,1.0,72,0.6919117647058823,0.6484375,0.07240332695030127,0.0955123381252649,0.07240332695030127,0.00036123837985695275,0.00042764625133217816,0.8447130747238972
S13,window18,18,60,0,baseline,1,1140.0,1200.0,1.0,86,1.0,72,0.6965073529411765,0.666015625,0.05018935904220843,0.06326555784832025,0.05018935904220843,0.0007754153009635403,0.0007458327837162107,1.0396637395046258
S13,window19,19,60,0,baseline,1,1200.0,1260.0,1.0,86,1.0,62,0.6943014705882353,0.7076612903225806,0.07697679919601814,0.12124548432524114,0.07697679919601814,0.0007310200750376666,0.0008869316299284158,0.8242124312295268
S13,window20,20,60,1,stress,2,3300.0,3360.0,1.0,90,0.9887640449438202,49,0.6678370786516854,0.5829081632653061,0.1013208015726301,0.15189236011893423,0.1013208015726301,0.0012283247234890302,0.0015022840046889944,0.8176381560711087
S13,window21,21,60,1,stress,2,3360.0,3420.0,1.0,83,1.0,52,0.7145579268292683,0.5603966346153846,0.1052639502938335,0.13836002761869867,0.1052639502938335,0.0037985572792832204,0.0017781767831378445,2.136209017744641
S13,window22,22,60,1,stress,2,3420.0,3480.0,1.0,91,0.9888888888888889,56,0.6595486111111111,0.5591517857142857,0.0844903666129024,0.12393008017720021,0.0844903666129024,0.0007449393239509583,0.0013784396006399863,0.5404221727271151
S13,window23,23,60,1,stress,2,3480.0,3540.0,1.0,90,0.9887640449438202,59,0.6699438202247191,0.573093220338983,0.08093161410514012,0.12139535923392822,0.08093161410514012,0.0008843731584432839,0.0009802976974403826,0.9021475422745933
S13,window24,24,60,1,stress,2,3540.0,3600.0,1.0,84,0.9879518072289156,56,0.7100903614457831,0.6124441964285714,0.07002792379763836,0.09365525515517972,0.07002792379763836,0.0012520923871328527,0.0012214319325869112,1.0251020574523582
S13,window25,25,60,1,stress,2,3600.0,3660.0,1.0,97,1.0,70,0.61767578125,0.5167410714285714,0.07448303174881443,0.10705352070478512,0.07448303174881443,0.0013390955204204656,0.0008526694148657451,1.5704744383628555
S13,window26,26,60,1,stress,2,3660.0,3720.0,1.0,97,1.0,75,0.6080729166666666,0.5247916666666667,0.07311401864363784,0.09806712551318571,0.07311401864363784,0.0007922998021057033,0.0012446552871679397,0.6365616329871415
S13,window27,27,60,1,stress,2,3720.0,3780.0,1.0,87,0.9883720930232558,54,0.6800508720930233,0.5818865740740741,0.0783523996762211,0.11077689843290926,0.0783523996762211,0.0033324824190210066,0.0006060578126398209,5.498621335323822
S13,window28,28,60,1,stress,2,3780.0,3840.0,1.0,89,0.9886363636363636,62,0.6692116477272727,0.5909778225806451,0.09860273963846268,0.1547701437205997,0.09860273963846268,0.0008079351767937888,0.001694477612256456,0.4768048695065965
S13,window29,29,60,1,stress,2,3840.0,3900.0,1.0,88,1.0,67,0.6752873563218391,0.617070895522388,0.09667291807686654,0.14544811812563227,0.09667291807686654,0.0018526572192863495,0.0015958987156124956,1.1608864655143931
S13,window30,30,60,2,meditation,4,4980.0,5040.0,1.0,74,1.0,71,0.8139982876712328,0.8063380281690141,0.07634318767158181,0.062080062433809736,0.07634318767158181,0.002399313321614598,0.0013164597145203234,1.8225497485039506
S13,window31,31,60,2,meditation,4,5040.0,5100.0,1.0,72,1.0,66,0.8338468309859155,0.8143939393939394,0.09265918234647627,0.06890280222056396,0.09265918234647627,0.005680187613503065,0.0008593237931696835,6.610066727643192
S13,window32,32,60,2,meditation,4,5100.0,5160.0,1.0,72,1.0,67,0.8336267605633803,0.8127332089552238,0.10174594287522366,0.08276916032868252,0.10174594287522366,0.008648777497563334,0.001196502240654875,7.22838387066425
S13,window33,33,60,2,meditation,4,5160.0,5220.0,1.0,74,1.0,70,0.818279109589041,0.8107142857142857,0.08693788100167398,0.05717832992527395,0.08693788100167398,0.004910404623531693,0.00047976379455571036,10.235046244118978
S13,window34,34,60,2,meditation,4,5220.0,5280.0,1.0,80,1.0,71,0.7553401898734177,0.7629841549295775,0.08562125372080506,0.09511652862598143,0.08562125372080506,0.0035542050720753565,0.0004802973776863235,7.400009321717691
S13,window35,35,60,2,meditation,4,5280.0,5340.0,1.0,78,1.0,68,0.768262987012987,0.7339154411764706,0.0873657463783521,0.09559746823444552,0.0873657463783521,0.0029816789168617885,0.001242630232697751,2.399490080318231
S14,window1,1,60,0,baseline,1,60.0,120.0,1.0,69,1.0,67,0.8708639705882353,0.8642723880597015,0.11646493516036967,0.18316888500945258,0.11646493516036967,0.0011192099785157286,0.004455269077798068,0.25121041153116547
S14,window2,2,60,0,baseline,1,120.0,180.0,1.0,73,1.0,58,0.8207465277777778,0.8542564655172413,0.13300689155728573,0.17694621884639153,0.13300689155728573,0.003024743298683312,0.0029543070969095145,1.0238418686559296
S14,window3,3,60,0,baseline,1,180.0,240.0,1.0,75,1.0,60,0.8000422297297297,0.8216145833333334,0.10586986481954967,0.14706870565936872,0.10586986481954967,0.0028594513395485298,0.0012831918026717155,2.228389655852622
S14,window4,4,60,0,baseline,1,240.0,300.0,1.0,72,1.0,71,0.8329665492957746,0.8329665492957746,0.08624570809322103,0.13757860983426373,0.08624570809322103,0.0005212630795218195,0.0012890868328309115,0.4043661499335112
S14,window5,5,60,0,baseline,1,300.0,360.0,1.0,72,1.0,67,0.8400088028169014,0.8267257462686567,0.11682488497509032,0.15899576091404563,0.11682488497509032,0.0019254084473776941,0.00430505821307218,0.4472433012708746
S14,window6,6,60,0,baseline,1,360.0,420.0,1.0,76,1.0,73,0.7908333333333334,0.8000856164383562,0.10954179137120126,0.15889685218850835,0.10954179137120126,0.0005855128845138142,0.0024911703340348627,0.2350352669644549
S14,window7,7,60,0,baseline,1,420.0,480.0,1.0,72,1.0,71,0.8338468309859155,0.8338468309859155,0.07758348580649703,0.119872514125871,0.07758348580649703,0.0004383510800855953,0.0017991005099207314,0.24365013386879042
S14,window8,8,60,0,baseline,1,480.0,540.0,1.0,75,1.0,64,0.8019425675675675,0.7958984375,0.12339901867542787,0.1789662673555843,0.12339901867542787,0.0017621841770363795,0.0031030122923918803,0.5678946813575281
S14,window9,9,60,0,baseline,1,540.0,600.0,1.0,75,1.0,66,0.7977195945945946,0.8222064393939394,0.11302634760132176,0.19113071317616845,0.11302634760132176,0.00039029595348560626,0.002365499717359851,0.16499513849919967
S14,window10,10,60,0,baseline,1,600.0,660.0,1.0,75,1.0,67,0.8036317567567568,0.8197294776119403,0.1024183001595073,0.16439473035174895,0.1024183001595073,0.0009932918831208133,0.0008888723718410861,1.1174741330562983
S14,window11,11,60,0,baseline,1,660.0,720.0,1.0,69,1.0,66,0.8669577205882353,0.8624526515151515,0.10863588528023777,0.1721370380126521,0.10863588528023777,0.0006450298936182607,0.003257126720965463,0.1980364747451594
S14,window12,12,60,0,baseline,1,720.0,780.0,1.0,72,0.9859154929577465,64,0.8400088028169014,0.823486328125,0.12168077495940129,0.1997584261538032,0.12168077495940129,0.0007824421178947963,0.003839576769019395,0.20378342847788075
S14,window13,13,60,0,baseline,1,780.0,840.0,1.0,76,1.0,61,0.7858333333333334,0.8076331967213115,0.10970533341052931,0.14569841228973637,0.10970533341052931,0.003285074629362647,0.001577840343105747,2.0820069937472
S14,window14,14,60,0,baseline,1,840.0,900.0,1.0,74,1.0,62,0.8105736301369864,0.8092237903225806,0.11239834595731338,0.17444061283940412,0.11239834595731338,0.0022516876155236126,0.0021504609595332067,1.04707207333463
S14,window15,15,60,0,baseline,1,900.0,960.0,1.0,79,1.0,67,0.7560096153846154,0.7395055970149254,0.10540116026975575,0.13838440179798028,0.10540116026975575,0.001314581803081142,0.0023785839836308127,0.5526741170914998
S14,window16,16,60,0,baseline,1,960.0,1020.0,1.0,79,1.0,68,0.7612179487179487,0.77734375,0.1102048026082475,0.17758904049547786,0.1102048026082475,0.0004205584339725501,0.0017214111752323863,0.2443102728874615
