subject,window,window_index,window_sec,status,status_name,phase,t_start,t_end,major_ratio,stress_ratio,rest_ratio,covered_ratio,n_peaks,ibi_pass_ratio,valid_ibi_count,ibi_mean_sec_raw,ibi_mean_sec,ibi_std_sec,RMSSD,SDNN,LF,HF,LF_HF
f01,window43,43,60,1,stress,Real Opinion,2013-06-12 16:47:16,2013-06-12 16:48:16,0.6166666666666667,0.6166666666666667,0.26666666666666666,0.8833333333333333,78,1.0,65,0.765625,0.7771634615384615,0.10781082506631368,0.15167873683870253,0.10781082506631368,0.0029349345164201065,0.0024429942844384155,1.2013677375814147
f01,window44,44,60,1,stress,Real Opinion,2013-06-12 16:47:46,2013-06-12 16:48:46,0.65,0.65,0.0,0.65,74,1.0,61,0.8058647260273972,0.8291495901639344,0.09459442334572754,0.10629977388067828,0.09459442334572754,0.0010853457388597721,0.001077750186876007,1.0070475997835655
f01,window45,45,60,1,stress,Opposite Opinion,2013-06-12 16:48:16,2013-06-12 16:49:16,0.5333333333333333,0.5333333333333333,0.23333333333333334,0.7666666666666667,71,1.0,61,0.8419642857142857,0.8739754098360656,0.1002633592026645,0.14316286344143161,0.1002633592026645,0.0012604949776377457,0.0030632111680563524,0.4114946402593414
f01,window46,46,60,0,normal,Second Rest,2013-06-12 16:49:16,2013-06-12 16:50:16,1.0,0.0,1.0,1.0,60,0.9661016949152542,52,1.0002648305084745,1.0036057692307692,0.12491040150530291,0.17741192840586079,0.12491040150530291,0.0016417639133178867,0.005838057067473417,0.28121751711968207
f01,window47,47,60,0,normal,Second Rest,2013-06-12 16:49:46,2013-06-12 16:50:46,1.0,0.0,1.0,1.0,62,0.9672131147540983,51,0.9736168032786885,1.0030637254901962,0.1233430160792758,0.17640341284255245,0.1233430160792758,0.003848688314770384,0.006925248846758477,0.5557472951418708
f01,window48,48,60,0,normal,Second Rest,2013-06-12 16:50:16,2013-06-12 16:51:16,1.0,0.0,1.0,1.0,68,1.0,56,0.8859608208955224,0.9704241071428571,0.1378596709815143,0.1653997181417297,0.1378596709815143,0.00788429959881063,0.006986219782608811,1.128550180805571
f01,window49,49,60,0,normal,Second Rest,2013-06-12 16:50:46,2013-06-12 16:51:46,1.0,0.0,1.0,1.0,68,1.0,57,0.8780317164179104,0.9257127192982456,0.13174902202796313,0.17806673937564815,0.13174902202796313,0.004507822250578911,0.0037475941792907246,1.2028576294330962
f01,window50,50,60,0,normal,Second Rest,2013-06-12 16:51:16,2013-06-12 16:52:16,1.0,0.0,1.0,1.0,64,1.0,61,0.9280753968253969,0.9451844262295082,0.11945376790747848,0.1844588439304732,0.11945376790747848,0.0009041523648115042,0.003069379675531582,0.2945716921302397
f01,window51,51,60,0,normal,Second Rest,2013-06-12 16:51:46,2013-06-12 16:52:46,1.0,0.0,1.0,1.0,67,1.0,60,0.9010416666666666,0.921875,0.11187616386731655,0.16644444710610692,0.11187616386731655,0.0025859735362626837,0.003845848618499772,0.6724064810620254
f01,window52,52,60,0,normal,Second Rest,2013-06-12 16:52:16,2013-06-12 16:53:16,1.0,0.0,1.0,1.0,63,1.0,57,0.9591733870967742,0.9824561403508771,0.1119515664465663,0.16127521778170295,0.1119515664465663,0.0007613905988899487,0.0029300104582714002,0.2598593451230005
f01,window53,53,60,0,normal,Second Rest,2013-06-12 16:52:46,2013-06-12 16:53:46,1.0,0.0,1.0,1.0,60,1.0,58,1.0050317796610169,1.0132004310344827,0.10158536397721461,0.157451520664772,0.10158536397721461,0.0016985280462205933,0.003234575702793173,0.5251161828594251
f01,window54,54,60,0,normal,Second Rest,2013-06-12 16:53:16,2013-06-12 16:54:16,1.0,0.0,1.0,1.0,62,1.0,59,0.9743852459016393,0.9925847457627118,0.08942883569018141,0.1265728098184789,0.08942883569018141,0.0012144037317444408,0.0022522335989095146,0.5391997225920216
f01,window55,55,60,0,normal,Second Rest,2013-06-12 16:53:46,2013-06-12 16:54:46,1.0,0.0,1.0,1.0,66,1.0,60,0.9163461538461538,0.95,0.11881851093860193,0.18561463832862,0.11881851093860193,0.0011522334840858301,0.003445743570826412,0.33439327692323995
f01,window56,56,60,0,normal,Second Rest,2013-06-12 16:54:16,2013-06-12 16:55:16,1.0,0.0,1.0,1.0,68,1.0,65,0.8887593283582089,0.9026442307692307,0.11870473678006142,0.20187226379240877,0.11870473678006142,0.0007484980102059129,0.002996366906397769,0.2498018545751985
f01,window57,57,60,0,normal,Second Rest,2013-06-12 16:54:46,2013-06-12 16:55:46,1.0,0.0,1.0,1.0,65,1.0,64,0.9189453125,0.9189453125,0.10700825910690186,0.178250269234419,0.10700825910690186,0.000880504496210208,0.004033292915658404,0.21830908754279563
f01,window58,58,60,0,normal,Second Rest,2013-06-12 16:55:16,2013-06-12 16:56:16,1.0,0.0,1.0,1.0,69,1.0,65,0.8699448529411765,0.8870192307692307,0.10879893733301305,0.15336695647969203,0.10879893733301305,0.0011519870245232423,0.0013872889106636734,0.830387250750917
f01,window59,59,60,0,normal,Second Rest,2013-06-12 16:55:46,2013-06-12 16:56:46,1.0,0.0,1.0,1.0,67,1.0,60,0.8880208333333334,0.8901041666666667,0.1114741519148672,0.1430320131287434,0.1114741519148672,0.00032468310423581647,0.0023001233263340777,0.1411589980930694
f01,window60,60,60,0,normal,Second Rest,2013-06-12 16:56:16,2013-06-12 16:57:16,1.0,0.0,1.0,1.0,60,1.0,58,0.9989406779661016,0.9929956896551724,0.10001399138520689,0.1568382566881082,0.10001399138520689,0.0005070581163066775,0.0029506870675630064,0.17184408400361495
f01,window61,61,60,0,normal,Second Rest,2013-06-12 16:56:46,2013-06-12 16:57:46,1.0,0.0,1.0,1.0,63,1.0,60,0.9584173387096774,0.96796875,0.1159983064374397,0.1540093582067474,0.1159983064374397,0.001360882039125493,0.0025750075172823587,0.5284963364152647
f01,window62,62,60,0,normal,Second Rest,2013-06-12 16:57:16,2013-06-12 16:58:16,1.0,0.0,1.0,1.0,70,1.0,62,0.8507699275362319,0.8971774193548387,0.11227254907770103,0.15368019956960655,0.11227254907770103,0.0020020731341982003,0.0018899709888929466,1.0593142148551802
f01,window63,63,60,0,normal,Second Rest,2013-06-12 16:57:46,2013-06-12 16:58:46,1.0,0.0,1.0,1.0,76,1.0,57,0.785,0.8678728070175439,0.11615757854914742,0.159822441761553,0.11615757854914742,0.0030230231222014682,0.002666710262971302,1.1336151377889683
f01,window64,64,60,0,normal,Second Rest,2013-06-12 16:58:16,2013-06-12 16:59:16,1.0,0.0,1.0,1.0,76,1.0,57,0.7810416666666666,0.8231907894736842,0.09135078280034814,0.1335163858072029,0.09135078280034814,0.0011554444816031257,0.0023965532489118465,0.4821276064396877
f01,window65,65,60,0,normal,Second Rest,2013-06-12 16:58:46,2013-06-12 16:59:46,1.0,0.0,1.0,1.0,71,1.0,62,0.8435267857142857,0.8465221774193549,0.10621605369527506,0.14192816040223988,0.10621605369527506,0.0016472054052963812,0.004128737295949386,0.3989610593322124
f01,window66,66,60,0,normal,Second Rest,2013-06-12 16:59:16,2013-06-12 17:00:16,1.0,0.0,1.0,1.0,64,1.0,60,0.9350198412698413,0.9510416666666667,0.10083742243774822,0.1320978717559735,0.10083742243774822,0.00214560893817215,0.0019124331660643375,1.1219262331596525
f01,window67,67,60,0,normal,Second Rest,2013-06-12 16:59:46,2013-06-12 17:00:46,1.0,0.0,1.0,1.0,61,1.0,60,0.9841145833333333,0.9841145833333333,0.0972644919891618,0.15658068820059798,0.0972644919891618,0.0005463561633679052,0.005183963359811666,0.10539352334229352
f01,window68,68,60,0,normal,Second Rest,2013-06-12 17:00:16,2013-06-12 17:01:16,1.0,0.0,1.0,1.0,62,1.0,61,0.9664446721311475,0.9664446721311475,0.10949700695014472,0.18024144686133284,0.10949700695014472,0.0012460536045058026,0.002005713263335725,0.6212521137909197
f01,window69,69,60,0,normal,Second Rest,2013-06-12 17:00:46,2013-06-12 17:01:46,1.0,0.0,1.0,1.0,69,1.0,51,0.8644301470588235,0.921875,0.11419273890071584,0.16614011876274798,0.11419273890071584,0.004397109780311204,0.0019414488624870162,2.264859953446552
f01,window70,70,60,0,normal,Second Rest,2013-06-12 17:01:16,2013-06-12 17:02:16,1.0,0.0,1.0,1.0,75,1.0,48,0.7899070945945946,0.8688151041666666,0.12127169315601498,0.1332469037802428,0.12127169315601498,0.004386805490787515,0.0014362604679936009,3.054324468677822
f01,window71,71,60,0,normal,Second Rest,2013-06-12 17:01:46,2013-06-12 17:02:46,1.0,0.0,1.0,1.0,69,1.0,52,0.8664981617647058,0.9657451923076923,0.10963389952018254,0.15114199676554002,0.10963389952018254,0.00216175844604528,0.002580952332090573,0.8375817015939439
f01,window72,72,60,0,normal,Second Rest,2013-06-12 17:02:16,2013-06-12 17:03:16,1.0,0.0,1.0,1.0,61,1.0,54,0.9807291666666667,1.0095486111111112,0.1058636368925919,0.17523253586979357,0.1058636368925919,0.00461446981881252,0.002415710465566334,1.910191591495512
f01,window73,73,60,0,normal,Second Rest,2013-06-12 17:02:46,2013-06-12 17:03:46,1.0,0.0,1.0,1.0,58,1.0,56,1.0361842105263157,1.0424107142857142,0.11239121902036055,0.16991391537000033,0.11239121902036055,0.0006718233399002358,0.0030352804683153687,0.22133814219583764
f01,window74,74,60,0,normal,Second Rest,2013-06-12 17:03:16,2013-06-12 17:04:16,1.0,0.0,1.0,1.0,59,1.0,54,1.0299030172413792,1.0619212962962963,0.09542120409000446,0.15271653259496887,0.09542120409000446,0.0009694537830952626,0.0022040522369311502,0.4398506382249352
f01,window75,75,60,0,normal,Second Rest,2013-06-12 17:03:46,2013-06-12 17:04:46,1.0,0.0,1.0,1.0,72,1.0,53,0.8382482394366197,0.9121462264150944,0.13743520715233537,0.13493426774017386,0.13743520715233537,0.003524401172043655,0.004003490600563174,0.8803320711051188
f01,window76,76,60,0,normal,Second Rest,2013-06-12 17:04:16,2013-06-12 17:05:16,1.0,0.0,1.0,1.0,73,1.0,55,0.8296440972222222,0.8991477272727273,0.12091397696040009,0.10537493684370498,0.12091397696040009,0.0016268109964791353,0.0021810017191021117,0.7459008318200092
f01,window77,77,60,0,normal,Second Rest,2013-06-12 17:04:46,2013-06-12 17:05:46,1.0,0.0,1.0,1.0,62,1.0,59,0.9746413934426229,0.9933792372881356,0.12232991037996722,0.19794029653251333,0.12232991037996722,0.0011652240646052425,0.0029953488387876,0.38901113937596654
f01,window78,78,60,0,normal,Second Rest,2013-06-12 17:05:16,2013-06-12 17:06:16,1.0,0.0,1.0,1.0,70,1.0,51,0.8521286231884058,0.8348651960784313,0.12822340874794252,0.15077922602268523,0.12822340874794252,0.0024875516249963864,0.0023054198305562596,1.0790015736076068
f01,window79,79,60,0,normal,Second Rest,2013-06-12 17:05:46,2013-06-12 17:06:46,1.0,0.0,1.0,1.0,71,1.0,54,0.8332589285714286,0.8454861111111112,0.1235325710223626,0.14968520427002294,0.1235325710223626,0.0029126931161299768,0.0029600114808867335,0.9840141279646045
f01,window80,80,60,0,normal,Second Rest,2013-06-12 17:06:16,2013-06-12 17:07:16,1.0,0.0,1.0,1.0,73,1.0,53,0.8270399305555556,0.875,0.13331014563507643,0.18970310257716885,0.13331014563507643,0.002592180293657043,0.004698204086619488,0.5517385464457765
f01,window81,81,60,0,normal,Second Rest,2013-06-12 17:06:46,2013-06-12 17:07:46,1.0,0.0,1.0,1.0,83,1.0,50,0.7183689024390244,0.7059375,0.10701425503758834,0.15353184186622895,0.10701425503758834,0.0014934813565517164,0.0013320963918663211,1.121151116143546
f01,window82,82,60,0,normal,Second Rest,2013-06-12 17:07:16,2013-06-12 17:08:16,1.0,0.0,1.0,1.0,86,1.0,54,0.6963235294117647,0.7129629629629629,0.11143465384399937,0.1584892608780773,0.11143465384399937,0.010189806408348705,0.0007644580299336584,13.329451728347992
f02,window1,1,60,1,stress,TMCT,2013-06-12 17:41:54,2013-06-12 17:42:54,1.0,1.0,0.0,1.0,78,1.0,59,0.765827922077922,0.7754237288135594,0.10705771257848089,0.16029253295362716,0.10705771257848089,0.003167415419421557,0.0020382972640388126,1.5539516611749935
f02,window2,2,60,1,stress,TMCT,2013-06-12 17:42:24,2013-06-12 17:43:24,1.0,1.0,0.0,1.0,77,1.0,62,0.7754934210526315,0.8026713709677419,0.10869727641544923,0.14156109202969347,0.10869727641544923,0.0026784055224469694,0.003025945611327677,0.8851466174475557
f02,window3,3,60,1,stress,TMCT,2013-06-12 17:42:54,2013-06-12 17:43:54,1.0,1.0,0.0,1.0,86,1.0,63,0.7022058823529411,0.7177579365079365,0.11009446672598269,0.11701095572672092,0.11009446672598269,0.002667907971489127,0.0029392644872208895,0.9076787689874302
f02,window4,4,60,1,stress,TMCT,2013-06-12 17:43:24,2013-06-12 17:44:24,1.0,1.0,0.0,1.0,91,1.0,67,0.6545138888888888,0.6429570895522388,0.08810978764709321,0.11065271010593404,0.08810978764709321,0.0011144817754115068,0.001663605562316715,0.6699194813099172
f02,window5,5,60,1,stress,TMCT,2013-06-12 17:43:54,2013-06-12 17:44:54,1.0,1.0,0.0,1.0,89,1.0,67,0.6722301136363636,0.664179104477612,0.09453854990349046,0.14753137506573943,0.09453854990349046,0.0004216323758094642,0.001358887229463071,0.31027767916846294
f02,window6,6,60,1,stress,TMCT,2013-06-12 17:44:24,2013-06-12 17:45:24,1.0,1.0,0.0,1.0,85,1.0,67,0.7012648809523809,0.683535447761194,0.09931197265804534,0.1590306551887803,0.09931197265804534,0.00044639543628373205,0.0039721984910165865,0.11237994206313898
f02,window7,7,60,1,stress,TMCT,2013-06-12 17:44:54,2013-06-12 17:45:54,1.0,1.0,0.0,1.0,80,1.0,66,0.7458465189873418,0.7156723484848485,0.09905372061075295,0.14207320533118453,0.09905372061075295,0.0013108606969735115,0.002166605634482441,0.6050296722719685
f02,window8,8,60,1,stress,TMCT,2013-06-12 17:45:24,2013-06-12 17:46:24,1.0,1.0,0.0,1.0,78,1.0,62,0.7692775974025974,0.7608366935483871,0.09519173295268406,0.15748741574107844,0.09519173295268406,0.0006080442083301164,0.001971032856334532,0.308490143315458
f02,window9,9,60,1,stress,TMCT,2013-06-12 17:45:54,2013-06-12 17:46:54,1.0,1.0,0.0,1.0,81,0.9875,63,0.7392578125,0.7626488095238095,0.09865858199951079,0.15314454286086893,0.09865858199951079,0.0015310270321848573,0.0018735648810875598,0.8171732122221103
f02,window10,10,60,1,stress,TMCT,2013-06-12 17:46:24,2013-06-12 17:47:24,1.0,1.0,0.0,1.0,80,1.0,68,0.7472310126582279,0.7683823529411765,0.12326289471822657,0.1838497292566981,0.12326289471822657,0.001770841370250963,0.003366503641543128,0.5260179577406457
f02,window11,11,60,1,stress,TMCT,2013-06-12 17:46:54,2013-06-12 17:47:54,1.0,1.0,0.0,1.0,81,1.0,64,0.7458984375,0.77587890625,0.12655341975287535,0.1863597937277619,0.12655341975287535,0.006223472388121905,0.0032193287291184592,1.9331584040583711
f02,window12,12,60,1,stress,TMCT,2013-06-12 17:47:24,2013-06-12 17:48:24,0.8166666666666667,0.8166666666666667,0.18333333333333332,1.0,82,1.0,65,0.7330246913580247,0.7682692307692308,0.10792546446588737,0.16257932634106842,0.10792546446588737,0.001147839181095274,0.003490039384097973,0.3288900366927927
f02,window13,13,60,0,normal,First Rest,2013-06-12 17:48:24,2013-06-12 17:49:24,1.0,0.0,1.0,1.0,80,1.0,60,0.7456487341772152,0.771875,0.11075028216668344,0.1557858572389611,0.11075028216668344,0.004322978547879499,0.0021509987562947706,2.0097540899215107
